run,encoder,train_dataset,eval_dataset,split,variant,epoch,step,checkpoint,eval_rows,tp,fp,fn,biored_precision,biored_recall,biored_f1,micro_f1_all_classes,macro_f1_all_classes,negative_discrimination_f1
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRed,Test,full_norelation,6,2856,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-2856,10097,662,1527,501,0.30242119689355873,0.5692175408426483,0.39498806682577564,0.8194513221749035,0.48501475536149674,0.5173031026252983
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRed,Dev,matched_norelation,6,2856,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-2856,2323,678,505,484,0.5731191885038038,0.5834767641996558,0.5782515991471215,0.6792940163581576,0.3894826554604581,0.7863539445628999
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRed,Dev,full_norelation,6,2856,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-2856,9068,678,1631,484,0.29363360762234736,0.5834767641996558,0.39066551426101986,0.7936700485222762,0.306459067666665,0.5312590031691156
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRed,Test,matched_norelation,7,3332,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-3332,2326,669,512,494,0.5664690939881456,0.5752364574376613,0.5708191126279865,0.6672398968185727,0.5768812419314104,0.7687713310580203
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRed,Test,full_norelation,7,3332,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-3332,10097,669,1656,494,0.28774193548387095,0.5752364574376613,0.3836009174311927,0.810042586907002,0.4920111123372198,0.5166284403669725
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRed,Dev,matched_norelation,7,3332,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-3332,2323,714,525,448,0.576271186440678,0.6144578313253012,0.5947521865889214,0.6874730951356005,0.464279494167066,0.8004997917534361
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRed,Dev,full_norelation,7,3332,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-3332,9068,714,1758,448,0.28883495145631066,0.6144578313253012,0.3929554210236654,0.7839655932951036,0.35153454692198727,0.5288937809576225
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRed,Test,matched_norelation,8,3808,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-3808,2326,670,496,493,0.5746140651801029,0.5760963026655203,0.5753542292829541,0.671969045571797,0.5593751544435119,0.7694289394589953
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRed,Test,full_norelation,8,3808,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-3808,10097,670,1591,493,0.2963290579389651,0.5760963026655203,0.39135514018691586,0.8159849460235714,0.47667014269245844,0.5233644859813085
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRed,Dev,matched_norelation,8,3808,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-3808,2323,688,526,474,0.5667215815485996,0.5920826161790017,0.5791245791245792,0.6792940163581576,0.4477986030804338,0.7937710437710438
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRed,Dev,full_norelation,8,3808,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-3808,9068,688,1695,474,0.2887117079311792,0.5920826161790017,0.3881523272214386,0.7889280988089987,0.34578280446049847,0.5320169252468265
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRed,Test,matched_norelation,9,4284,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-4284,2326,698,485,465,0.5900253592561285,0.6001719690455718,0.5950554134697357,0.6792777300085985,0.5669450224560135,0.7689684569479966
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRed,Test,full_norelation,9,4284,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-4284,10097,698,1577,465,0.3068131868131868,0.6001719690455718,0.40605002908667825,0.8179657323957611,0.48703762446636684,0.5247236765561374
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRed,Dev,matched_norelation,9,4284,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-4284,2323,712,542,450,0.5677830940988836,0.612736660929432,0.5894039735099338,0.6784330606973741,0.4562856627123693,0.7922185430463576
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRed,Dev,full_norelation,9,4284,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-4284,9068,712,1747,450,0.2895485969906466,0.612736660929432,0.3932615299640983,0.7847375385972651,0.3544447703599354,0.528583264291632
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRed,Test,matched_norelation,10,4760,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-4760,2326,687,502,476,0.5777964676198486,0.5907136715391229,0.5841836734693878,0.6723989681857265,0.5713904684024589,0.7678571428571429
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRed,Test,full_norelation,10,4760,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-4760,10097,687,1614,476,0.2985658409387223,0.5907136715391229,0.3966512702078522,0.8144003169258196,0.4842096086749643,0.5213625866050808
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRed,Dev,matched_norelation,10,4760,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-4760,2323,722,541,440,0.5716547901821061,0.621342512908778,0.5954639175257732,0.6797244941885493,0.4820090851489953,0.7909278350515464
relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro,NeuML/pubmedbert-base-embeddings,BioRedPerturbated,BioRed,Dev,full_norelation,10,4760,relations-bert-2026-07-01_20-51-41_BioRedPerturbated_micro/checkpoint-4760,9068,722,1777,440,0.2889155662264906,0.621342512908778,0.3944277519803333,0.7816497573886193,0.37137677909934363,0.5239005736137667
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRed,Test,matched_norelation,1,476,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-476,2326,399,423,764,0.4854014598540146,0.34307824591573516,0.40201511335012596,0.5679277730008598,0.19548567702690328,0.5853904282115868
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRed,Test,full_norelation,1,476,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-476,10097,399,1461,764,0.21451612903225806,0.34307824591573516,0.26397618260006617,0.7976626720808161,0.18564634389964538,0.38438637115448226
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRed,Dev,matched_norelation,1,476,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-476,2323,467,493,695,0.4864583333333333,0.4018932874354561,0.44015080113100846,0.5936289281102023,0.26582977102543115,0.6701225259189444
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRed,Dev,full_norelation,1,476,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-476,9068,467,1519,695,0.2351460221550856,0.4018932874354561,0.29669631512071154,0.782752536391707,0.24128664334929642,0.451715374841169
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRed,Test,matched_norelation,2,952,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-952,2326,607,719,556,0.4577677224736048,0.5219260533104041,0.48774608276416226,0.5735167669819432,0.2747891377011535,0.7151466452390518
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRed,Test,full_norelation,2,952,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-952,10097,607,2545,556,0.19257614213197968,0.5219260533104041,0.2813441483198146,0.7209072001584629,0.22249655271219343,0.41251448435689453
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRed,Dev,matched_norelation,2,952,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-952,2323,604,801,558,0.4298932384341637,0.5197934595524957,0.47058823529411764,0.5824365045200173,0.3239674808091771,0.7736657576938059
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRed,Dev,full_norelation,2,952,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-952,9068,604,2761,558,0.17949479940564636,0.5197934595524957,0.2668433841396068,0.6768857520952801,0.24323540325626086,0.4387011265738901
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRed,Test,matched_norelation,3,1428,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-1428,2326,401,322,762,0.5546334716459198,0.3447979363714531,0.4252386002120891,0.5997420464316423,0.27206309442721693,0.5874867444326617
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRed,Test,full_norelation,3,1428,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-1428,10097,401,1064,762,0.2737201365187713,0.3447979363714531,0.30517503805175034,0.8343072199663266,0.2612619948463847,0.4216133942161339
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRed,Dev,matched_norelation,3,1428,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-1428,2323,423,309,739,0.5778688524590164,0.3640275387263339,0.44667370644139387,0.6177356866121395,0.33709972285684825,0.6156282998944034
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRed,Dev,full_norelation,3,1428,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-1428,9068,423,928,739,0.3131014063656551,0.3640275387263339,0.3366494230003979,0.8338112042346714,0.3148855312178777,0.4639872662156785
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRed,Test,matched_norelation,4,1904,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-1904,2326,578,587,585,0.496137339055794,0.49699054170249357,0.4965635738831615,0.6023215821152192,0.3245569291037041,0.7087628865979382
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRed,Test,full_norelation,4,1904,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-1904,10097,578,2031,585,0.22154082023763894,0.49699054170249357,0.3064687168610816,0.765375854214123,0.2638512623613647,0.4374337221633086
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRed,Dev,matched_norelation,4,1904,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-1904,2323,592,639,570,0.4809098294069862,0.5094664371772806,0.4947764312578353,0.6117089969866552,0.38175186605545214,0.7513581278729627
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRed,Dev,full_norelation,4,1904,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-1904,9068,592,2027,570,0.22604047346315387,0.5094664371772806,0.3131446707220312,0.7474636082928982,0.29911616230827454,0.47553557259984125
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRed,Test,matched_norelation,5,2380,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-2380,2326,622,599,541,0.5094185094185094,0.5348237317282889,0.5218120805369127,0.6147893379191746,0.37043116257870673,0.726510067114094
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRed,Test,full_norelation,5,2380,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-2380,10097,622,2151,541,0.22430580598629643,0.5348237317282889,0.3160569105691057,0.7575517480439734,0.30186688136600903,0.44004065040650403
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRed,Dev,matched_norelation,5,2380,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-2380,2323,606,650,556,0.482484076433121,0.5215146299483648,0.5012406947890818,0.6125699526474386,0.4197009775875521,0.7543424317617867
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRed,Dev,full_norelation,5,2380,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-2380,9068,606,2171,556,0.2182211019085344,0.5215146299483648,0.3076923076923077,0.7330172033524481,0.3226510672666399,0.46306169078446296
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRed,Test,matched_norelation,6,2856,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-2856,2326,580,540,583,0.5178571428571429,0.49871023215821153,0.5081033727551466,0.6139294926913156,0.3370835157791776,0.7052124397722296
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRed,Test,full_norelation,6,2856,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-2856,10097,580,1866,583,0.23712183156173344,0.49871023215821153,0.32141867553338876,0.7797365554124988,0.2870368443400459,0.44610695483513435
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRed,Dev,matched_norelation,6,2856,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-2856,2323,584,600,578,0.49324324324324326,0.5025817555938038,0.4978687127024723,0.618596642272923,0.41830457964677087,0.7468030690537084
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRed,Dev,full_norelation,6,2856,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-2856,9068,584,1907,578,0.2344439983942192,0.5025817555938038,0.31973720229947994,0.7581605646228495,0.32241644560601845,0.4796058034492199
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRed,Test,matched_norelation,7,3332,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-3332,2326,538,543,625,0.4976873265494912,0.46259673258813416,0.47950089126559714,0.5971625107480654,0.3856263884683114,0.6853832442067737
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRed,Test,full_norelation,7,3332,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-3332,10097,538,1791,625,0.23100042936882784,0.46259673258813416,0.30813287514318444,0.7835990888382688,0.3025997219536494,0.4404352806414662
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRed,Dev,matched_norelation,7,3332,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-3332,2323,575,587,587,0.49483648881239245,0.49483648881239245,0.49483648881239245,0.6142918639690056,0.44507239445547875,0.7340791738382099
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRed,Dev,full_norelation,7,3332,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-3332,9068,575,1848,587,0.2373091209244738,0.49483648881239245,0.3207810320781032,0.7621305690339656,0.328999077063409,0.4758716875871688
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRed,Test,matched_norelation,8,3808,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-3808,2326,549,505,614,0.5208728652751423,0.472055030094583,0.4952638700947226,0.6147893379191746,0.3595737448243302,0.6964366260712674
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRed,Test,full_norelation,8,3808,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-3808,10097,549,1736,614,0.24026258205689277,0.472055030094583,0.31844547563805103,0.7893433693176191,0.29016408354312906,0.4477958236658933
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRed,Dev,matched_norelation,8,3808,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-3808,2323,561,570,601,0.4960212201591512,0.4827882960413081,0.48931530745747925,0.6138613861386139,0.4270327733251306,0.7283035324901875
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRed,Dev,full_norelation,8,3808,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-3808,9068,561,1806,601,0.2370088719898606,0.4827882960413081,0.31793709266081044,0.7647772386413763,0.3228932781049788,0.4732218758855199
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRed,Test,matched_norelation,9,4284,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-4284,2326,573,557,590,0.5070796460176992,0.4926913155631986,0.4997819450501526,0.6109200343938092,0.42027551754177983,0.7108591365023986
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRed,Test,full_norelation,9,4284,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-4284,10097,573,1884,590,0.23321123321123322,0.4926913155631986,0.3165745856353591,0.7789442408636229,0.3264710060488425,0.4502762430939226
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRed,Dev,matched_norelation,9,4284,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-4284,2323,583,609,579,0.4890939597315436,0.5017211703958692,0.49532710280373826,0.6112785191562634,0.4104747616793291,0.7374681393372983
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRed,Dev,full_norelation,9,4284,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-4284,9068,583,1928,579,0.2321784149741139,0.5017211703958692,0.31745167438061533,0.754962505513895,0.31376223379805246,0.47263817043288864
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRed,Test,matched_norelation,10,4760,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-4760,2326,573,574,590,0.4995640802092415,0.4926913155631986,0.49610389610389616,0.6074806534823731,0.39888722992932124,0.7134199134199135
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRed,Test,full_norelation,10,4760,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-4760,10097,573,1931,590,0.22883386581469647,0.4926913155631986,0.3125170439050995,0.7751807467564623,0.3114620915866762,0.44941368966457595
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRed,Dev,matched_norelation,10,4760,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-4760,2323,590,622,572,0.4867986798679868,0.5077452667814114,0.49705139005897225,0.6117089969866552,0.40518217267317613,0.7430497051390059
relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro,bioformers/bioformer-8L,BioRedPerturbated,BioRed,Dev,full_norelation,10,4760,relations-bert-BioFormer8L-2026-07-01_22-24-16_BioRedPerturbated_micro/checkpoint-4760,9068,590,1983,572,0.22930431403031482,0.5077452667814114,0.31593038821954483,0.7504411116012352,0.3056183526393066,0.47228915662650595
